transaction_id,car_id,brand,model,manufacturing_year,car_age,fuel_type,transmission,kms_driven,listed_price,sold_price,price_difference,seller_city,seller_state,listing_date,sold_date,days_on_platform,sold_month,sold_year,is_premium_brand,car_condition,seller_rating,customer_segment,expected_market_price,price_bucket,conversion_rate,is_festive_season,sold_month_name,sold_month_num,sale_flag
6706,1452,Hyundai,Creta,2021,4,Petrol,Manual,161560,1009280,854465,154815,Bangalore,Maharashtra,19-10-2024,16-07-2020,66,12,2024,0,Good,4.2,Mid,807424,Medium,0.04,0,Jul,7,1
6707,1587,Maruti,Swift,2020,5,Electric,Automatic,123622,1570149,1398794,171355,Jaipur,Maharashtra,16-09-2023,10-09-2025,61,11,2023,0,Good,3.4,Premium,1177611,High,0.03,1,Sep,9,1
6708,7663,Audi,Q3,2013,12,Cng,Manual,67665,1053468,926849,126619,Mumbai,Punjab,16-01-2021,06-06-2021,102,4,2021,1,Poor,4.5,Mid,421387,Medium,0.04,0,Jun,6,1
6709,4250,Mahindra,Xuv500,2023,2,Electric,Manual,108761,755590,644452,111138,Bangalore,Maharashtra,11-08-2020,26-07-2019,15,8,2020,0,Excellent,4.7,Mid,680031,Medium,0.05,0,Jul,7,1
6710,3020,Bmw,X3,2014,11,Diesel,Automatic,113345,416121,399228,16893,Mumbai,Karnataka,07-01-2025,02-09-2025,33,2,2025,1,Poor,4.4,Budget,187254,Low,0.03,0,Sep,9,1
6711,2001,Honda,City,2017,8,Petrol,Manual,39612,460071,401691,58380,Jaipur,Karnataka,01-03-2020,20-08-2021,85,5,2020,0,Fair,4.1,Budget,276042,Low,0.05,0,Aug,8,1
6712,4193,Bmw,X1,2014,11,Electric,Automatic,126726,584046,498502,85544,Jaipur,Rajasthan,30-12-2021,22-07-2024,91,3,2022,1,Poor,4,Budget,262820,Low,0.05,0,Jul,7,1
6713,6089,Toyota,Fortuner,2022,3,Electric,Manual,16611,1700942,1605266,95676,Delhi,Punjab,10-01-2023,22-07-2021,94,4,2023,0,Good,4.6,Premium,1445800,High,0.02,0,Jul,7,1
6714,6311,Bmw,X3,2016,9,Electric,Automatic,98041,1343616,1331862,11754,Delhi,Punjab,03-02-2021,03-08-2021,33,3,2021,1,Poor,3.3,Premium,738988,High,0.05,0,Aug,8,1
6715,3382,Audi,Q3,2016,9,Cng,Automatic,30828,1774908,1736394,38514,Chandigarh,Karnataka,12-06-2022,06-04-2019,79,8,2022,1,Poor,4.3,Premium,976199,High,0.02,0,Apr,4,1
6716,4584,Tata,Nexon,2016,9,Cng,Manual,51664,447572,433351,14221,Mumbai,Maharashtra,25-11-2019,27-10-2019,24,12,2019,0,Poor,3.8,Budget,246164,Low,0.07,0,Oct,10,1
6717,4604,Hyundai,Creta,2021,4,Electric,Manual,94719,1513259,1402680,110579,Pune,Maharashtra,13-10-2019,15-07-2021,105,1,2020,0,Good,4.7,Premium,1210607,High,0.04,0,Jul,7,1
6718,8184,Honda,Amaze,2018,7,Electric,Automatic,138417,1658165,1590652,67513,Bangalore,Maharashtra,04-07-2020,18-08-2021,13,7,2020,0,Fair,4.7,Premium,1077807,High,0.08,0,Aug,8,1
6719,1642,Bmw,X1,2018,7,Cng,Manual,151645,1123948,1049648,74300,Jaipur,Punjab,17-10-2022,13-06-2024,38,11,2022,1,Fair,3.9,Mid,730566,Medium,0.06,1,Jun,6,1
6720,8244,Hyundai,Verna,2022,3,Electric,Manual,184520,2424028,2337027,87001,Chandigarh,Rajasthan,27-03-2020,07-02-2020,97,7,2020,0,Good,3.2,Premium,2060423,High,0.03,0,Feb,2,1
6721,6416,Hyundai,Creta,2021,4,Diesel,Manual,105047,905797,808699,97098,Bangalore,Maharashtra,09-10-2023,21-01-2021,13,10,2023,0,Good,4.4,Mid,724637,Medium,0.08,1,Jan,1,1
6722,4107,Toyota,Fortuner,2012,13,Diesel,Automatic,135245,1371520,1369299,2221,Chandigarh,Delhi,04-01-2021,01-07-2021,3,1,2021,0,Poor,3.2,Premium,480031,High,0.1,0,Jul,7,1
6723,9540,Hyundai,I20,2019,6,Cng,Automatic,60284,839657,803328,36329,Jaipur,Karnataka,04-01-2025,12-05-2021,54,2,2025,0,Fair,4.8,Mid,587759,Medium,0.03,0,May,5,1
6724,1174,Honda,City,2013,12,Petrol,Manual,13803,1344839,1188488,156351,Delhi,Delhi,12-03-2020,01-07-2020,49,4,2020,0,Poor,4.1,Mid,537935,Medium,0.06,0,Jul,7,1
6725,1630,Bmw,X1,2017,8,Cng,Automatic,165061,258738,145792,112946,Delhi,Punjab,14-09-2023,01-05-2024,113,1,2024,1,Fair,3.7,Budget,155242,Low,0.05,0,May,5,1
6726,1698,Maruti,Swift,2021,4,Cng,Automatic,86425,654252,647474,6778,Pune,Maharashtra,12-09-2019,20-12-2021,63,11,2019,0,Good,4.7,Mid,523401,Medium,0.04,1,Dec,12,1
6727,1943,Hyundai,I20,2019,6,Diesel,Manual,95001,1210106,1128796,81310,Pune,Rajasthan,27-07-2023,10-02-2023,67,10,2023,0,Fair,3.7,Mid,847074,Medium,0.03,1,Feb,2,1
6728,8641,Hyundai,Verna,2019,6,Diesel,Automatic,105625,2297100,2282002,15098,Bangalore,Karnataka,13-01-2022,02-01-2022,19,2,2022,0,Fair,4.8,Premium,1607970,High,0.05,0,Jan,1,1
6729,6386,Hyundai,Verna,2016,9,Electric,Manual,97518,1669050,1540849,128201,Chandigarh,Karnataka,15-01-2024,02-02-2024,18,2,2024,0,Poor,4.1,Premium,917977,High,0.11,0,Feb,2,1
6730,2831,Hyundai,Creta,2022,3,Diesel,Manual,153707,1360909,1209912,150997,Delhi,Delhi,15-06-2019,01-11-2024,91,9,2019,0,Good,4.3,Premium,1156772,High,0.07,0,Nov,11,1
6731,6623,Tata,Nexon,2024,1,Cng,Automatic,163131,299544,135863,163681,Mumbai,Maharashtra,07-10-2024,11-02-2024,26,11,2024,0,Excellent,3.8,Budget,284566,Low,0.06,1,Feb,2,1
6732,4172,Hyundai,Verna,2012,13,Cng,Automatic,168470,639891,589233,50658,Delhi,Delhi,04-04-2021,27-05-2019,73,6,2021,0,Poor,3.4,Mid,223961,Medium,0.07,0,May,5,1
6733,4340,Toyota,Innova,2017,8,Electric,Automatic,193833,1369928,1349033,20895,Chandigarh,Punjab,22-03-2020,30-03-2023,32,4,2020,0,Fair,4,Premium,821956,High,0.02,0,Mar,3,1
6734,2476,Maruti,Wagonr,2023,2,Cng,Automatic,198973,2022443,1991925,30518,Pune,Punjab,04-08-2023,13-11-2023,103,11,2023,0,Excellent,4,Premium,1820198,High,0.07,1,Nov,11,1
6735,8109,Tata,Nexon,2013,12,Cng,Automatic,126842,1941033,1794407,146626,Mumbai,Karnataka,31-10-2020,11-06-2020,6,11,2020,0,Poor,4.7,Premium,776413,High,0.14,1,Jun,6,1
6736,8008,Hyundai,Verna,2022,3,Cng,Automatic,176919,1122066,1104344,17722,Delhi,Delhi,02-01-2025,03-11-2025,68,3,2025,0,Good,4.7,Mid,953756,Medium,0.05,0,Nov,11,1
6737,4427,Audi,Q3,2024,1,Petrol,Manual,166301,507795,434287,73508,Chandigarh,Delhi,28-03-2020,03-06-2019,29,4,2020,1,Excellent,4.3,Budget,482405,Low,0.11,0,Jun,6,1
6738,2885,Bmw,X3,2018,7,Petrol,Automatic,111060,262287,260419,1868,Jaipur,Rajasthan,24-10-2023,01-03-2024,71,1,2024,1,Fair,4.4,Budget,170486,Low,0.03,0,Mar,3,1
6739,4510,Honda,City,2024,1,Electric,Automatic,95587,961252,851302,109950,Bangalore,Punjab,14-01-2024,03-09-2024,55,3,2024,0,Excellent,3.4,Mid,913189,Medium,0.05,0,Sep,9,1
6740,7692,Toyota,Innova,2015,10,Cng,Manual,52677,1678475,1648229,30246,Mumbai,Maharashtra,22-02-2023,25-06-2020,91,5,2023,0,Poor,4,Premium,839237,High,0.03,0,Jun,6,1
6741,3333,Mahindra,Scorpio,2012,13,Petrol,Automatic,101640,1453463,1414736,38727,Pune,Delhi,16-12-2021,04-04-2022,109,4,2022,0,Poor,3.7,Premium,508712,High,0.03,0,Apr,4,1
6742,2775,Maruti,Wagonr,2013,12,Cng,Automatic,152584,2297236,2170122,127114,Chandigarh,Delhi,04-02-2020,04-11-2020,67,4,2020,0,Poor,3.4,Premium,918894,High,0.06,0,Nov,11,1
6743,1821,Audi,A4,2018,7,Electric,Manual,40726,2229505,2162405,67100,Mumbai,Maharashtra,15-06-2023,08-05-2023,51,8,2023,1,Fair,4.3,Premium,1449178,High,0.07,0,May,5,1
6744,8180,Toyota,Fortuner,2016,9,Diesel,Manual,188903,1673905,1539532,134373,Jaipur,Punjab,14-02-2022,17-12-2019,60,4,2022,0,Poor,3.9,Premium,920647,High,0.05,0,Dec,12,1
6745,7205,Mahindra,Scorpio,2012,13,Petrol,Automatic,63682,2158798,2102155,56643,Mumbai,Maharashtra,21-01-2024,01-02-2023,89,4,2024,0,Poor,4.5,Premium,755579,High,0.06,0,Feb,2,1
6746,2014,Toyota,Fortuner,2016,9,Electric,Manual,144820,213376,124482,88894,Jaipur,Maharashtra,02-04-2024,06-08-2024,67,6,2024,0,Poor,4.5,Budget,117356,Low,0.07,0,Aug,8,1
6747,6487,Tata,Nexon,2013,12,Cng,Manual,85079,947303,769820,177483,Delhi,Rajasthan,01-07-2024,09-02-2024,63,9,2024,0,Poor,4.9,Mid,378921,Medium,0.07,0,Feb,2,1
6748,9843,Honda,Amaze,2023,2,Electric,Manual,30641,1381962,1361568,20394,Mumbai,Maharashtra,29-05-2024,09-03-2024,97,9,2024,0,Excellent,4.6,Premium,1243765,High,0.07,0,Mar,3,1
6749,6918,Audi,A4,2021,4,Cng,Manual,133954,1028522,860414,168108,Chandigarh,Delhi,19-10-2019,11-11-2019,23,11,2019,1,Good,4.6,Mid,822817,Medium,0.12,1,Nov,11,1
6750,2455,Toyota,Fortuner,2020,5,Electric,Automatic,98958,1850039,1813074,36965,Bangalore,Maharashtra,26-09-2020,01-03-2021,99,1,2021,0,Good,4.2,Premium,1387529,High,0.04,0,Mar,3,1
6751,6359,Bmw,X1,2021,4,Cng,Automatic,11397,822671,705774,116897,Delhi,Delhi,23-08-2024,11-11-2024,80,11,2024,1,Good,4,Mid,658136,Medium,0.04,1,Nov,11,1
6752,8537,Maruti,Baleno,2019,6,Cng,Automatic,35034,389183,386772,2411,Mumbai,Karnataka,20-02-2021,30-05-2020,3,2,2021,0,Fair,4,Budget,272428,Low,0.07,0,May,5,1
6753,1588,Toyota,Fortuner,2014,11,Petrol,Manual,74697,1397720,1246040,151680,Delhi,Maharashtra,11-02-2024,10-04-2019,70,4,2024,0,Poor,3.9,Premium,628973,High,0.06,0,Apr,4,1
6754,9305,Audi,Q3,2023,2,Diesel,Automatic,43901,2367334,2273244,94090,Pune,Maharashtra,20-06-2020,03-04-2023,72,8,2020,1,Excellent,3.4,Premium,2130600,High,0.03,0,Apr,4,1
6755,5236,Audi,A4,2022,3,Diesel,Manual,23695,1304106,1170853,133253,Bangalore,Punjab,31-08-2022,10-04-2022,34,10,2022,1,Good,4.8,Mid,1108490,Medium,0.06,1,Apr,4,1
6756,4703,Toyota,Fortuner,2024,1,Diesel,Automatic,33935,1001914,859431,142483,Chandigarh,Maharashtra,29-03-2022,05-05-2022,37,5,2022,0,Excellent,4.7,Mid,951818,Medium,0.05,0,May,5,1
6757,4513,Honda,Amaze,2022,3,Electric,Manual,138653,2216193,2178255,37938,Delhi,Punjab,22-12-2023,03-10-2024,79,3,2024,0,Good,3.4,Premium,1883764,High,0.04,0,Oct,10,1
6758,5049,Hyundai,Creta,2024,1,Petrol,Manual,154843,1459131,1427321,31810,Delhi,Delhi,15-02-2020,06-04-2020,58,4,2020,0,Excellent,4.4,Premium,1386174,High,0.03,0,Apr,4,1
6759,7112,Bmw,X3,2012,13,Cng,Manual,123349,1631524,1517154,114370,Delhi,Rajasthan,16-01-2024,02-07-2024,22,2,2024,1,Poor,4.1,Premium,571033,High,0.11,0,Jul,7,1
6760,6535,Bmw,X1,2021,4,Diesel,Automatic,131600,1861714,1726661,135053,Chandigarh,Maharashtra,03-01-2022,03-06-2022,62,3,2022,1,Good,4.9,Premium,1489371,High,0.07,0,Jun,6,1
6761,1965,Audi,A4,2021,4,Cng,Manual,12526,1623581,1570503,53078,Chandigarh,Karnataka,16-12-2022,04-02-2023,107,4,2023,1,Good,4.6,Premium,1298864,High,0.05,0,Feb,2,1
6762,8248,Audi,Q3,2020,5,Electric,Manual,186062,376706,334881,41825,Pune,Maharashtra,15-03-2022,29-07-2020,8,3,2022,1,Good,4.7,Budget,282529,Low,0.12,0,Jul,7,1
6763,1659,Mahindra,Scorpio,2021,4,Diesel,Manual,71776,2064107,1957928,106179,Pune,Punjab,30-03-2024,23-09-2021,54,5,2024,0,Good,4.7,Premium,1651285,High,0.07,0,Sep,9,1
6764,1800,Toyota,Fortuner,2016,9,Cng,Manual,28722,1308375,1188604,119771,Bangalore,Maharashtra,09-04-2019,07-06-2022,104,7,2019,0,Poor,4.3,Mid,719606,Medium,0.06,0,Jun,6,1
6765,8826,Mahindra,Scorpio,2022,3,Petrol,Manual,186035,1579297,1478520,100777,Delhi,Karnataka,24-09-2024,01-12-2025,110,1,2025,0,Good,4.7,Premium,1342402,High,0.07,0,Dec,12,1
6766,8905,Mahindra,Xuv500,2019,6,Cng,Automatic,7036,1089853,1076126,13727,Jaipur,Maharashtra,23-05-2022,31-12-2022,94,8,2022,0,Fair,3.4,Mid,762897,Medium,0.06,0,Dec,12,1
6767,5255,Bmw,X3,2015,10,Diesel,Automatic,152308,865788,807753,58035,Delhi,Maharashtra,07-07-2019,10-06-2019,91,10,2019,1,Poor,3.3,Mid,432894,Medium,0.02,1,Jun,6,1
6768,2601,Mahindra,Scorpio,2014,11,Petrol,Manual,13451,2432250,2317922,114328,Jaipur,Punjab,25-10-2020,25-10-2020,20,11,2020,0,Poor,4.6,Premium,1094512,High,0.12,1,Oct,10,1
6769,6546,Hyundai,I20,2022,3,Electric,Automatic,28675,2093183,2013870,79313,Chandigarh,Punjab,09-01-2020,04-03-2020,85,4,2020,0,Good,4.6,Premium,1779205,High,0.07,0,Mar,3,1
6770,4742,Audi,Q3,2012,13,Petrol,Automatic,141800,672874,516219,156655,Delhi,Delhi,25-10-2021,03-11-2023,4,10,2021,1,Poor,3.6,Mid,235505,Medium,0.11,1,Nov,11,1
6771,2056,Audi,A4,2021,4,Cng,Manual,51807,1257333,1083416,173917,Mumbai,Maharashtra,19-05-2021,09-09-2021,113,9,2021,1,Good,4.4,Mid,1005866,Medium,0.08,0,Sep,9,1
6772,3943,Mahindra,Xuv500,2021,4,Electric,Automatic,83414,1869564,1819406,50158,Chandigarh,Punjab,12-02-2019,18-10-2022,8,2,2019,0,Good,4,Premium,1495651,High,0.05,0,Oct,10,1
6773,3921,Mahindra,Xuv500,2014,11,Cng,Automatic,133905,1907505,1865932,41573,Chandigarh,Karnataka,03-04-2020,24-10-2022,74,6,2020,0,Poor,3.7,Premium,858377,High,0.04,0,Oct,10,1
6774,6262,Mahindra,Scorpio,2015,10,Cng,Manual,84741,1711006,1541953,169053,Delhi,Maharashtra,14-02-2022,03-05-2022,19,3,2022,0,Poor,4.2,Premium,855503,High,0.08,0,May,5,1
6775,5620,Toyota,Fortuner,2017,8,Petrol,Automatic,100304,1738918,1693658,45260,Chandigarh,Maharashtra,16-04-2022,06-03-2022,48,6,2022,0,Fair,3.8,Premium,1043350,High,0.02,0,Mar,3,1
6776,7558,Mahindra,Scorpio,2022,3,Petrol,Automatic,191749,1190343,1163468,26875,Mumbai,Rajasthan,11-06-2021,09-07-2021,88,9,2021,0,Good,4.3,Mid,1011791,Medium,0.04,0,Jul,7,1
6777,8014,Mahindra,Scorpio,2021,4,Cng,Automatic,134520,791393,705478,85915,Pune,Punjab,06-08-2019,26-05-2024,79,10,2019,0,Good,3.4,Mid,633114,Medium,0.06,1,May,5,1
6778,9457,Audi,Q3,2023,2,Petrol,Manual,79366,565890,454763,111127,Delhi,Maharashtra,04-12-2024,03-10-2025,96,3,2025,1,Excellent,4.5,Budget,509301,Low,0.07,0,Oct,10,1
6779,7948,Toyota,Innova,2016,9,Electric,Automatic,86134,1157977,1012099,145878,Delhi,Rajasthan,17-04-2021,13-07-2021,6,4,2021,0,Poor,4.8,Mid,636887,Medium,0.11,0,Jul,7,1
6780,2402,Tata,Harrier,2014,11,Petrol,Manual,94890,575299,412161,163138,Delhi,Punjab,10-12-2023,04-08-2024,120,4,2024,0,Poor,3.3,Budget,258884,Low,0.05,0,Aug,8,1
6781,4655,Mahindra,Scorpio,2023,2,Electric,Manual,141158,628979,516836,112143,Chandigarh,Delhi,29-04-2022,25-01-2019,50,6,2022,0,Excellent,4.3,Mid,566081,Medium,0.07,0,Jan,1,1
6782,1048,Toyota,Innova,2014,11,Electric,Manual,91492,1390712,1387477,3235,Delhi,Karnataka,18-10-2019,20-11-2019,39,11,2019,0,Poor,3.7,Premium,625820,High,0.07,1,Nov,11,1
6783,5802,Bmw,X1,2020,5,Cng,Manual,49108,2362149,2299501,62648,Mumbai,Maharashtra,07-06-2020,22-02-2021,46,7,2020,1,Good,3.3,Premium,1771611,High,0.02,0,Feb,2,1
6784,9242,Maruti,Swift,2020,5,Diesel,Automatic,26490,1109278,978238,131040,Jaipur,Punjab,05-01-2019,03-02-2019,56,3,2019,0,Good,4.5,Mid,831958,Medium,0.06,0,Feb,2,1
6785,3421,Hyundai,Verna,2018,7,Petrol,Manual,44977,1369354,1213434,155920,Chandigarh,Punjab,26-11-2022,07-06-2021,48,1,2023,0,Fair,4.8,Premium,890080,High,0.08,0,Jun,6,1
6786,2991,Tata,Harrier,2020,5,Cng,Automatic,177977,2191219,2101919,89300,Chandigarh,Punjab,08-10-2021,18-12-2021,7,10,2021,0,Good,4,Premium,1643414,High,0.09,1,Dec,12,1
6787,2965,Maruti,Swift,2022,3,Petrol,Manual,162989,609594,609448,146,Chandigarh,Maharashtra,23-06-2020,07-01-2020,8,7,2020,0,Good,4.1,Mid,518154,Medium,0.15,0,Jan,1,1
6788,2026,Honda,Amaze,2015,10,Diesel,Manual,144794,695153,610566,84587,Bangalore,Rajasthan,04-06-2023,30-11-2019,79,8,2023,0,Poor,3.2,Mid,347576,Medium,0.08,0,Nov,11,1
6789,3240,Hyundai,I20,2013,12,Diesel,Automatic,70669,1465222,1305620,159602,Delhi,Punjab,26-05-2022,09-10-2022,107,9,2022,0,Poor,3.9,Premium,586088,High,0.06,0,Oct,10,1
6790,6371,Toyota,Innova,2015,10,Cng,Manual,88283,1236718,1166044,70674,Mumbai,Karnataka,29-03-2020,19-01-2021,109,7,2020,0,Poor,4,Mid,618359,Medium,0.05,0,Jan,1,1
6791,3916,Mahindra,Scorpio,2017,8,Diesel,Manual,33152,2304658,2291378,13280,Jaipur,Maharashtra,17-10-2024,05-08-2023,69,12,2024,0,Fair,4.4,Premium,1382794,High,0.02,0,Aug,8,1
6792,6796,Tata,Harrier,2013,12,Diesel,Manual,79895,781498,766936,14562,Mumbai,Maharashtra,04-12-2020,14-07-2020,117,3,2021,0,Poor,4.4,Mid,312599,Medium,0.03,0,Jul,7,1
6793,8779,Bmw,X1,2015,10,Petrol,Automatic,169973,1076502,1024653,51849,Chandigarh,Maharashtra,23-03-2022,05-08-2022,46,5,2022,1,Poor,4.5,Mid,538251,Medium,0.06,0,Aug,8,1
6794,7600,Tata,Nexon,2012,13,Petrol,Manual,20725,1068170,949537,118633,Mumbai,Rajasthan,11-03-2023,03-09-2019,5,3,2023,0,Poor,3.4,Mid,373859,Medium,0.06,0,Sep,9,1
6795,6552,Hyundai,I20,2022,3,Electric,Manual,101545,1762805,1746013,16792,Pune,Rajasthan,18-12-2019,31-03-2025,5,12,2019,0,Good,3.3,Premium,1498384,High,0.14,0,Mar,3,1
6796,8372,Audi,A4,2018,7,Diesel,Manual,31245,1826931,1728912,98019,Pune,Maharashtra,14-06-2020,10-08-2020,116,10,2020,1,Fair,4.1,Premium,1187505,High,0.04,1,Aug,8,1
6797,3289,Honda,City,2017,8,Cng,Automatic,14478,604003,578457,25546,Delhi,Maharashtra,21-08-2022,18-11-2025,61,10,2022,0,Fair,3.3,Mid,362401,Medium,0.03,1,Nov,11,1
6798,6451,Bmw,X1,2016,9,Electric,Automatic,180717,872743,853936,18807,Mumbai,Maharashtra,23-09-2020,01-04-2021,103,1,2021,1,Poor,3.7,Mid,480008,Medium,0.03,0,Apr,4,1
6799,9559,Mahindra,Xuv500,2019,6,Diesel,Manual,88240,1137868,980345,157523,Mumbai,Maharashtra,27-07-2024,06-11-2019,65,9,2024,0,Fair,4.7,Mid,796507,Medium,0.02,0,Nov,11,1
6800,9005,Mahindra,Xuv500,2019,6,Cng,Automatic,65288,1843558,1800522,43036,Chandigarh,Maharashtra,03-07-2020,09-05-2020,64,9,2020,0,Fair,3.6,Premium,1290490,High,0.03,0,May,5,1
6801,2722,Bmw,X1,2019,6,Electric,Automatic,20382,1946536,1849105,97431,Jaipur,Rajasthan,15-01-2019,03-12-2019,56,3,2019,1,Fair,4.1,Premium,1362575,High,0.03,0,Dec,12,1
6802,4130,Bmw,X3,2018,7,Cng,Automatic,75857,1407434,1296911,110523,Delhi,Karnataka,18-03-2024,07-11-2024,115,7,2024,1,Fair,4,Premium,914832,High,0.08,0,Nov,11,1
6803,5655,Bmw,X3,2016,9,Cng,Manual,59657,1349478,1184159,165319,Delhi,Rajasthan,03-02-2023,02-09-2023,6,2,2023,1,Poor,3.8,Mid,742212,Medium,0.07,0,Sep,9,1
6804,7840,Mahindra,Xuv500,2023,2,Petrol,Manual,187217,2034685,1858074,176611,Mumbai,Rajasthan,28-04-2022,05-12-2022,14,5,2022,0,Excellent,4.7,Premium,1831216,High,0.06,0,Dec,12,1
6805,9958,Audi,A4,2019,6,Electric,Automatic,43437,1880303,1773543,106760,Pune,Delhi,24-01-2023,05-05-2023,101,5,2023,1,Fair,4.1,Premium,1316212,High,0.05,0,May,5,1
6806,7061,Bmw,X3,2012,13,Diesel,Manual,171471,2099532,2059538,39994,Delhi,Karnataka,31-03-2022,20-02-2025,18,4,2022,1,Poor,4.5,Premium,734836,High,0.14,0,Feb,2,1
6807,8361,Audi,A4,2016,9,Diesel,Automatic,100192,1248451,1079860,168591,Pune,Maharashtra,24-08-2019,09-02-2019,9,9,2019,1,Poor,3.4,Mid,686648,Medium,0.14,0,Feb,2,1
6808,7723,Bmw,X1,2020,5,Petrol,Automatic,100464,1759159,1724683,34476,Mumbai,Maharashtra,12-12-2024,01-05-2025,24,1,2025,1,Good,4.4,Premium,1319369,High,0.13,0,May,5,1
6809,4787,Maruti,Swift,2016,9,Petrol,Manual,129437,1687965,1650586,37379,Mumbai,Delhi,19-01-2021,04-07-2024,89,4,2021,0,Poor,4.5,Premium,928380,High,0.08,0,Jul,7,1
6810,5605,Tata,Harrier,2016,9,Diesel,Manual,164215,2288772,2270227,18545,Delhi,Maharashtra,27-11-2019,03-03-2020,97,3,2020,0,Poor,4.1,Premium,1258824,High,0.07,0,Mar,3,1
6811,5711,Honda,City,2024,1,Cng,Manual,44685,1681763,1606380,75383,Pune,Karnataka,31-12-2022,17-02-2019,89,3,2023,0,Excellent,3.5,Premium,1597674,High,0.04,0,Feb,2,1
6812,6715,Audi,A4,2013,12,Petrol,Manual,82764,1862090,1845592,16498,Bangalore,Punjab,22-11-2019,17-02-2022,54,1,2020,1,Poor,4.8,Premium,744835,High,0.04,0,Feb,2,1
6813,6106,Honda,Amaze,2015,10,Diesel,Automatic,172288,2118715,1970294,148421,Chandigarh,Delhi,31-10-2023,09-10-2023,81,1,2024,0,Poor,4.8,Premium,1059357,High,0.07,0,Oct,10,1
6814,6515,Maruti,Baleno,2017,8,Diesel,Automatic,133268,2198068,2080548,117520,Pune,Karnataka,18-08-2019,10-11-2025,13,8,2019,0,Fair,4.3,Premium,1318840,High,0.14,0,Nov,11,1
6815,3372,Audi,Q3,2020,5,Diesel,Manual,97762,1518424,1379857,138567,Mumbai,Delhi,26-10-2019,14-11-2020,118,2,2020,1,Good,4.7,Premium,1138818,High,0.07,0,Nov,11,1
6816,9717,Mahindra,Scorpio,2013,12,Cng,Manual,190409,266623,138987,127636,Delhi,Maharashtra,21-06-2020,15-10-2019,91,9,2020,0,Poor,4.1,Budget,106649,Low,0.04,0,Oct,10,1
6817,4225,Audi,Q3,2020,5,Petrol,Manual,8290,1074263,1049476,24787,Pune,Maharashtra,20-02-2023,03-03-2023,11,3,2023,1,Good,4.7,Mid,805697,Medium,0.14,0,Mar,3,1
6818,6505,Tata,Harrier,2016,9,Cng,Automatic,153924,2336165,2321084,15081,Jaipur,Maharashtra,19-10-2020,24-08-2023,36,11,2020,0,Poor,3.4,Premium,1284890,High,0.04,1,Aug,8,1
6819,5602,Honda,Amaze,2012,13,Diesel,Manual,161244,1544135,1377228,166907,Mumbai,Punjab,17-11-2020,05-04-2022,95,2,2021,0,Poor,3.8,Premium,540447,High,0.08,0,Apr,4,1
6820,7071,Mahindra,Scorpio,2014,11,Cng,Automatic,26360,1067578,1034325,33253,Pune,Maharashtra,12-10-2019,14-10-2023,37,11,2019,0,Poor,3.2,Mid,480410,Medium,0.05,1,Oct,10,1
6821,4640,Bmw,X3,2015,10,Petrol,Manual,132912,1298841,1196895,101946,Mumbai,Maharashtra,10-09-2021,24-01-2019,64,11,2021,1,Poor,3.9,Mid,649420,Medium,0.02,1,Jan,1,1
6822,8979,Toyota,Innova,2016,9,Cng,Automatic,99714,225892,102254,123638,Mumbai,Punjab,01-01-2025,02-09-2025,39,2,2025,0,Poor,3.8,Budget,124240,Low,0.07,0,Sep,9,1
6823,9769,Honda,City,2015,10,Electric,Manual,121555,875862,847097,28765,Chandigarh,Karnataka,08-02-2024,17-11-2022,106,5,2024,0,Poor,4.3,Mid,437931,Medium,0.05,0,Nov,11,1
6824,4009,Toyota,Innova,2012,13,Diesel,Manual,56627,1331259,1187868,143391,Mumbai,Punjab,20-05-2024,05-05-2022,91,8,2024,0,Poor,3.4,Mid,465940,Medium,0.07,0,May,5,1
6825,7837,Hyundai,I20,2024,1,Cng,Manual,100638,1205809,1168183,37626,Pune,Karnataka,24-04-2024,26-11-2023,61,6,2024,0,Excellent,3.8,Mid,1145518,Medium,0.05,0,Nov,11,1
6826,5020,Bmw,X1,2018,7,Petrol,Manual,79443,1602264,1454346,147918,Mumbai,Maharashtra,20-11-2021,01-02-2022,43,1,2022,1,Fair,4.3,Premium,1041471,High,0.02,0,Feb,2,1
6827,1083,Hyundai,Creta,2019,6,Petrol,Automatic,90125,2192176,2162776,29400,Mumbai,Punjab,27-05-2019,28-11-2020,95,8,2019,0,Fair,3.5,Premium,1534523,High,0.04,0,Nov,11,1
6828,6356,Mahindra,Xuv500,2014,11,Cng,Automatic,156743,635467,521927,113540,Jaipur,Maharashtra,25-10-2022,01-11-2023,78,1,2023,0,Poor,4.1,Mid,285960,Medium,0.07,0,Nov,11,1
6829,9006,Audi,A4,2021,4,Petrol,Manual,174613,2400602,2224451,176151,Pune,Punjab,18-07-2024,25-06-2020,4,7,2024,1,Good,3.7,Premium,1920481,High,0.11,0,Jun,6,1
6830,9966,Honda,City,2020,5,Cng,Manual,43413,860928,760941,99987,Delhi,Delhi,13-02-2020,20-04-2024,15,2,2020,0,Good,3.3,Mid,645696,Medium,0.11,0,Apr,4,1
6831,7709,Mahindra,Scorpio,2015,10,Petrol,Automatic,103687,1798845,1743759,55086,Delhi,Delhi,25-02-2021,16-08-2023,78,5,2021,0,Poor,4,Premium,899422,High,0.03,0,Aug,8,1
